"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 01:00","2021","01","02","01:00","-3.7","","-5.5","","87","","0.0","","5","","3","","","","100.92","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 02:00","2021","01","02","02:00","-4.2","","-5.1","","93","","1.2","","2","","7","","","","100.73","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 03:00","2021","01","02","03:00","-3.9","","-4.8","","93","","0.6","","3","","6","","","","100.51","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 04:00","2021","01","02","04:00","-3.7","","-4.6","","94","","0.8","","2","","7","","","","100.30","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 05:00","2021","01","02","05:00","-3.5","","-4.2","","94","","0.8","","3","","7","","","","100.11","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 06:00","2021","01","02","06:00","-4.2","","-5.1","","94","","1.3","","1","","13","","","","99.97","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 07:00","2021","01","02","07:00","-4.5","","-5.3","","94","","2.1","","2","","11","","","","99.96","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 08:00","2021","01","02","08:00","-4.7","","-5.6","","93","","2.6","","2","","12","","","","99.92","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 09:00","2021","01","02","09:00","-4.7","","-5.7","","93","","0.7","","2","","11","","","","99.89","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 10:00","2021","01","02","10:00","-5.2","","-6.3","","92","","0.4","","2","","15","","","","100.04","","","","-11","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 11:00","2021","01","02","11:00","-4.4","","-5.8","","90","","0.3","","1","","15","","","","100.11","","","","-10","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 12:00","2021","01","02","12:00","-4.2","","-6.0","","87","","0.0","","1","","16","","","","100.15","","","","-10","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 13:00","2021","01","02","13:00","-2.9","","-6.0","","79","","0.0","","2","","10","","","","100.27","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 14:00","2021","01","02","14:00","-2.0","","-6.8","","70","","0.0","","36","","8","","","","100.38","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 15:00","2021","01","02","15:00","-1.1","","-6.2","","68","","0.0","","34","","2","","","","100.53","","","","-2","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 16:00","2021","01","02","16:00","-1.4","","-5.0","","77","","0.0","","24","","2","","","","100.65","","","","-2","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 17:00","2021","01","02","17:00","-1.4","","-4.8","","78","","0.0","","19","","6","","","","100.74","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 18:00","2021","01","02","18:00","-1.0","","-4.5","","77","","0.0","","21","","4","","","","100.83","","","","-2","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 19:00","2021","01","02","19:00","-1.1","","-4.8","","76","","0.0","","26","","5","","","","100.97","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 20:00","2021","01","02","20:00","-1.3","","-5.0","","76","","0.0","","30","","7","","","","101.04","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 21:00","2021","01","02","21:00","-1.5","","-5.1","","76","","0.0","","30","","8","","","","101.10","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 22:00","2021","01","02","22:00","-1.6","","-5.0","","78","","0.0","","33","","5","","","","101.16","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-02 23:00","2021","01","02","23:00","-1.7","","-5.6","","75","","0.0","","4","","2","","","","101.20","","","","-2","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 00:00","2021","01","03","00:00","-2.0","","-6.0","","74","","0.0","","17","","2","","","","101.21","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 01:00","2021","01","03","01:00","-2.1","","-6.0","","75","","0.0","","18","","7","","","","101.21","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 02:00","2021","01","03","02:00","-2.2","","-6.2","","74","","0.0","","10","","6","","","","101.21","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 03:00","2021","01","03","03:00","-2.2","","-5.9","","75","","0.0","","18","","6","","","","101.21","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 04:00","2021","01","03","04:00","-2.3","","-5.8","","77","","0.0","","19","","6","","","","101.23","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 05:00","2021","01","03","05:00","-2.1","","-5.6","","77","","0.0","","18","","5","","","","101.22","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 06:00","2021","01","03","06:00","-2.1","","-5.8","","76","","0.0","","20","","3","","","","101.21","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 07:00","2021","01","03","07:00","-2.2","","-5.1","","81","","0.0","","34","","2","","","","101.16","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 08:00","2021","01","03","08:00","-2.7","","-5.2","","83","","0.0","","12","","6","","","","101.07","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 09:00","2021","01","03","09:00","-2.4","","-5.1","","81","","0.0","","19","","5","","","","101.21","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 10:00","2021","01","03","10:00","-1.9","","-5.1","","79","","0.0","","15","","5","","","","101.19","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 11:00","2021","01","03","11:00","-1.2","","-5.2","","75","","0.0","","15","","7","","","","101.06","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 12:00","2021","01","03","12:00","-1.1","","-5.9","","69","","0.0","","15","","8","","","","100.94","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 13:00","2021","01","03","13:00","-0.8","","-5.5","","71","","0.0","","12","","7","","","","100.81","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 14:00","2021","01","03","14:00","-0.9","","-5.2","","73","","0.0","","14","","5","","","","100.74","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 15:00","2021","01","03","15:00","-1.2","","-5.1","","75","","0.0","","10","","8","","","","100.71","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 16:00","2021","01","03","16:00","-1.3","","-4.9","","77","","0.0","","10","","5","","","","100.75","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 17:00","2021","01","03","17:00","-2.5","","-5.0","","83","","0.0","","2","","5","","","","100.79","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 18:00","2021","01","03","18:00","-3.2","","-5.6","","83","","0.0","","4","","7","","","","100.79","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 19:00","2021","01","03","19:00","-3.4","","-5.4","","86","","0.0","","4","","6","","","","100.78","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 20:00","2021","01","03","20:00","-3.2","","-5.2","","86","","0.0","","4","","4","","","","100.80","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 21:00","2021","01","03","21:00","-3.2","","-5.3","","85","","0.0","","1","","8","","","","100.78","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 22:00","2021","01","03","22:00","-3.0","","-5.0","","86","","0.0","","4","","2","","","","100.72","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-03 23:00","2021","01","03","23:00","-3.1","","-5.2","","86","","0.0","","1","","6","","","","100.70","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 00:00","2021","01","04","00:00","-3.2","","-5.1","","87","","0.0","","2","","9","","","","100.71","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 01:00","2021","01","04","01:00","-3.2","","-4.9","","88","","0.0","","36","","9","","","","100.69","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 02:00","2021","01","04","02:00","-2.7","","-4.6","","86","","0.0","","2","","5","","","","100.73","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 03:00","2021","01","04","03:00","-2.9","","-4.5","","89","","0.0","","1","","10","","","","100.76","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 04:00","2021","01","04","04:00","-3.2","","-4.5","","90","","0.0","","2","","8","","","","100.73","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 05:00","2021","01","04","05:00","-3.0","","-4.1","","93","","0.0","","1","","6","","","","100.73","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 06:00","2021","01","04","06:00","-3.2","","-4.5","","91","","0.0","","2","","7","","","","100.78","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 07:00","2021","01","04","07:00","-2.8","","-3.8","","93","","0.0","","2","","4","","","","100.79","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 08:00","2021","01","04","08:00","-2.9","","-4.2","","90","","0.0","","2","","6","","","","100.87","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 09:00","2021","01","04","09:00","-3.2","","-4.8","","88","","0.0","","2","","9","","","","100.93","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 10:00","2021","01","04","10:00","-2.8","","-4.8","","86","","0.0","","1","","6","","","","100.95","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 11:00","2021","01","04","11:00","-2.6","","-4.8","","85","","0.0","","4","","6","","","","100.89","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 12:00","2021","01","04","12:00","-2.1","","-4.3","","85","","0.0","","3","","4","","","","100.82","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 13:00","2021","01","04","13:00","-2.1","","-4.1","","86","","0.0","","5","","5","","","","100.78","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 14:00","2021","01","04","14:00","-1.7","","-3.7","","86","","0.0","","2","","4","","","","100.74","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 15:00","2021","01","04","15:00","-1.3","","-3.2","","87","","0.0","","36","","5","","","","100.76","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 16:00","2021","01","04","16:00","-1.2","","-3.1","","87","","0.0","","3","","4","","","","100.77","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 17:00","2021","01","04","17:00","-1.6","","-3.1","","90","","0.0","","4","","4","","","","100.81","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 18:00","2021","01","04","18:00","-1.9","","-3.0","","92","","0.0","","1","","7","","","","100.82","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 19:00","2021","01","04","19:00","-2.0","","-3.1","","92","","0.0","","1","","6","","","","100.82","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 20:00","2021","01","04","20:00","-1.9","","-3.0","","92","","0.0","","4","","3","","","","100.81","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 21:00","2021","01","04","21:00","-2.0","","-3.3","","91","","0.0","","4","","6","","","","100.79","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 22:00","2021","01","04","22:00","-2.1","","-3.2","","92","","0.0","","1","","7","","","","100.76","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-04 23:00","2021","01","04","23:00","-2.1","","-3.3","","91","","0.0","","1","","8","","","","100.74","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 00:00","2021","01","05","00:00","-2.3","","-3.5","","91","","0.0","","2","","8","","","","100.72","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 01:00","2021","01","05","01:00","-2.7","","-3.6","","93","","0.0","","1","","10","","","","100.74","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 02:00","2021","01","05","02:00","-3.1","","-3.9","","94","","0.0","","5","","9","","","","100.78","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 03:00","2021","01","05","03:00","-3.2","","-4.0","","94","","0.0","","2","","7","","","","100.75","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 04:00","2021","01","05","04:00","-3.4","","-4.4","","93","","0.0","","2","","10","","","","100.73","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 05:00","2021","01","05","05:00","-3.5","","-4.5","","93","","0.0","","2","","10","","","","100.75","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 06:00","2021","01","05","06:00","-3.5","","-4.3","","94","","0.0","","2","","10","","","","100.73","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 07:00","2021","01","05","07:00","-3.0","","-4.1","","92","","0.0","","3","","10","","","","100.73","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 08:00","2021","01","05","08:00","-3.0","","-4.2","","91","","0.0","","4","","7","","","","100.77","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 09:00","2021","01","05","09:00","-2.9","","-4.4","","90","","0.0","","4","","8","","","","100.79","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 10:00","2021","01","05","10:00","-3.0","","-5.0","","86","","0.0","","3","","10","","","","100.80","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 11:00","2021","01","05","11:00","-2.9","","-5.4","","83","","0.0","","3","","6","","","","100.75","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 12:00","2021","01","05","12:00","-2.9","","-5.5","","82","","0.0","","2","","13","","","","100.68","","","","-8","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 13:00","2021","01","05","13:00","-2.9","","-5.8","","81","","0.0","","2","","12","","","","100.66","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 14:00","2021","01","05","14:00","-2.9","","-5.6","","82","","0.0","","3","","10","","","","100.68","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 15:00","2021","01","05","15:00","-2.6","","-5.4","","81","","0.0","","4","","5","","","","100.71","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 16:00","2021","01","05","16:00","-2.7","","-6.0","","78","","0.0","","2","","11","","","","100.79","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 17:00","2021","01","05","17:00","-2.8","","-5.8","","79","","0.0","","2","","11","","","","100.83","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 18:00","2021","01","05","18:00","-2.8","","-6.0","","79","","0.0","","3","","10","","","","100.86","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 19:00","2021","01","05","19:00","-2.9","","-6.2","","78","","0.0","","3","","9","","","","100.87","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 20:00","2021","01","05","20:00","-2.7","","-6.0","","78","","0.0","","4","","7","","","","100.88","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 21:00","2021","01","05","21:00","-2.7","","-5.6","","81","","0.0","","3","","8","","","","100.88","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 22:00","2021","01","05","22:00","-2.9","","-5.6","","81","","0.0","","2","","8","","","","100.86","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-05 23:00","2021","01","05","23:00","-3.2","","-5.2","","86","","0.0","","1","","11","","","","100.85","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 00:00","2021","01","06","00:00","-3.1","","-5.1","","86","","0.0","","2","","10","","","","100.86","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 01:00","2021","01","06","01:00","-3.1","","-5.2","","86","","0.0","","2","","11","","","","100.88","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 02:00","2021","01","06","02:00","-3.1","","-5.3","","85","","0.0","","2","","10","","","","100.91","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 03:00","2021","01","06","03:00","-3.1","","-5.4","","84","","0.0","","2","","9","","","","100.92","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 04:00","2021","01","06","04:00","-3.0","","-5.8","","81","","0.0","","36","","8","","","","100.91","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 05:00","2021","01","06","05:00","-3.2","","-6.3","","79","","0.0","","35","","7","","","","100.93","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 06:00","2021","01","06","06:00","-3.1","","-6.3","","79","","0.0","","35","","5","","","","100.94","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 07:00","2021","01","06","07:00","-3.1","","-6.6","","77","","0.0","","1","","7","","","","100.98","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 08:00","2021","01","06","08:00","-3.7","","-7.7","","74","","0.0","","1","","9","","","","101.02","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 09:00","2021","01","06","09:00","-3.5","","-7.9","","72","","0.0","","2","","8","","","","101.07","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 10:00","2021","01","06","10:00","-3.4","","-8.0","","70","","0.0","","2","","9","","","","101.07","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 11:00","2021","01","06","11:00","-2.8","","-7.9","","68","","0.0","","3","","5","","","","101.03","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 12:00","2021","01","06","12:00","-2.2","","-8.3","","63","","0.0","","36","","7","","","","100.98","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 13:00","2021","01","06","13:00","-1.5","","-8.2","","60","","0.0","","32","","5","","","","100.95","","","","-3","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 14:00","2021","01","06","14:00","0.2","","-7.9","","55","","0.0","","30","","3","","","","100.97","","","","","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 15:00","2021","01","06","15:00","-1.2","","-8.2","","59","","0.0","","32","","3","","","","101.00","","","","-2","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 16:00","2021","01","06","16:00","-1.4","","-7.4","","64","","0.0","","28","","6","","","","101.02","","","","-4","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 17:00","2021","01","06","17:00","-2.2","","-6.9","","70","","0.0","","25","","6","","","","101.04","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 18:00","2021","01","06","18:00","-2.6","","-7.2","","71","","0.0","","28","","8","","","","101.07","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 19:00","2021","01","06","19:00","-1.6","","-7.4","","65","","0.0","","33","","9","","","","101.10","","","","-5","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 20:00","2021","01","06","20:00","-2.3","","-7.6","","67","","0.0","","33","","10","","","","101.14","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 21:00","2021","01","06","21:00","-3.0","","-7.8","","69","","0.0","","35","","10","","","","101.14","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 22:00","2021","01","06","22:00","-3.5","","-8.1","","70","","0.0","","33","","6","","","","101.15","","","","-6","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-06 23:00","2021","01","06","23:00","-4.1","","-8.5","","71","","0.0","","35","","6","","","","101.17","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 00:00","2021","01","07","00:00","-4.5","","-8.7","","72","","0.0","","34","","6","","","","101.20","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 01:00","2021","01","07","01:00","-5.3","","-8.8","","77","","0.0","","30","","6","","","","101.23","","","","-8","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 02:00","2021","01","07","02:00","-5.4","","-9.1","","75","","0.0","","31","","6","","","","101.29","","","","-8","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 03:00","2021","01","07","03:00","-5.0","","-9.4","","71","","0.0","","31","","9","","","","101.30","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 04:00","2021","01","07","04:00","-5.7","","-9.3","","75","","0.0","","30","","11","","","","101.30","","","","-10","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 05:00","2021","01","07","05:00","-5.7","","-8.6","","80","","0.0","","29","","10","","","","101.34","","","","-10","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 06:00","2021","01","07","06:00","-5.3","","-8.3","","80","","0.0","","30","","8","","","","101.37","","","","-9","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 07:00","2021","01","07","07:00","-5.6","","-8.4","","81","","0.0","","30","","9","","","","101.43","","","","-10","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 08:00","2021","01","07","08:00","-5.3","","-8.4","","79","","0.0","","30","","10","","","","101.50","","","","-10","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 09:00","2021","01","07","09:00","-4.1","","-8.5","","71","","0.0","","32","","7","","","","101.52","","","","-7","","NA"
"-73.58","45.50","MCTAVISH","7024745","2021-01-07 10:00","2021","01","07","10:00","-3.7","","-8.7","","68","","0.0","","34","","8","","","","101.51","","","","-7","","NA"
